市区町丁,総合計,凶悪犯計,凶悪犯強盗,凶悪犯その他,粗暴犯計,粗暴犯凶器準備集合,粗暴犯暴行,粗暴犯傷害,粗暴犯脅迫,粗暴犯恐喝,侵入窃盗計,侵入窃盗金庫破り,侵入窃盗学校荒し,侵入窃盗事務所荒し,侵入窃盗出店荒し,侵入窃盗空き巣,侵入窃盗忍込み,侵入窃盗居空き,侵入窃盗その他,非侵入窃盗計,非侵入窃盗自動車盗,非侵入窃盗オートバイ盗,非侵入窃盗自転車盗,非侵入窃盗車上ねらい,非侵入窃盗自販機ねらい,非侵入窃盗工事場ねらい,非侵入窃盗すり,非侵入窃盗ひったくり,非侵入窃盗置引き,非侵入窃盗万引き,非侵入窃盗その他,その他計,その他詐欺,その他占有離脱物横領,その他その他知能犯,その他賭博,その他その他刑法犯,LocName,lng,lat
中央区銀座８丁目,98,1,1,0,16,0,11,5,0,0,4,0,0,0,4,0,0,0,0,57,0,0,8,0,0,0,4,1,10,8,26,20,2,2,0,0,16,東京都/中央区/銀座/八丁目,139.76346,35.6667
中央区新富１丁目,12,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,8,0,0,3,0,0,1,1,0,0,0,3,2,2,0,0,0,0,東京都/中央区/新富/一丁目,139.77414,35.6728
中央区新富２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/中央区/新富/二丁目,139.77353,35.67133
中央区入船１丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,東京都/中央区/入船/一丁目,139.77766,35.67331
中央区入船２丁目,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/中央区/入船/二丁目,139.77693,35.67191
中央区入船３丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/中央区/入船/三丁目,139.77643,35.67062
中央区湊１丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,3,東京都/中央区/湊/一丁目,139.77998,35.67272
中央区湊２丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,東京都/中央区/湊/二丁目,139.78046,35.67104
中央区湊３丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,1,東京都/中央区/湊/三丁目,139.77968,35.66984
中央区明石町,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,1,6,3,1,0,0,0,2,東京都/中央区/明石町,139.77769,35.667
中央区築地１丁目,13,0,0,0,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,1,0,0,0,0,5,3,0,1,0,1,東京都/中央区/築地/一丁目,139.77074,35.6693
中央区築地２丁目,19,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,9,2,0,1,0,0,1,東京都/中央区/築地/二丁目,139.77237,35.66862
中央区築地３丁目,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,1,0,0,0,1,2,0,0,0,0,2,東京都/中央区/築地/三丁目,139.77354,35.66777
中央区築地４丁目,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,1,0,0,5,0,0,3,3,3,2,0,0,0,1,東京都/中央区/築地/四丁目,139.76945,35.66629
中央区築地５丁目,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,2,4,1,1,1,0,1,東京都/中央区/築地/五丁目,139.76788,35.66288
中央区築地６丁目,11,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,0,1,5,0,0,1,0,1,0,0,0,0,1,2,2,0,0,0,0,2,東京都/中央区/築地/六丁目,139.77327,35.66369
中央区築地７丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,2,1,2,0,1,0,0,1,東京都/中央区/築地/七丁目,139.7756,35.66502
中央区八丁堀１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,0,0,東京都/中央区/八丁堀/一丁目,139.77682,35.67757
中央区八丁堀２丁目,20,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,10,0,0,8,0,0,0,0,0,0,1,1,7,2,0,0,0,5,東京都/中央区/八丁堀/二丁目,139.7764,35.67656
中央区八丁堀３丁目,17,0,0,0,4,0,2,2,0,0,1,0,0,0,1,0,0,0,0,8,0,0,5,0,1,1,0,0,0,0,1,4,2,1,0,0,1,東京都/中央区/八丁堀/三丁目,139.77502,35.6756
中央区八丁堀４丁目,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,東京都/中央区/八丁堀/四丁目,139.77647,35.67432
中央区新川１丁目,29,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,17,0,0,9,0,0,0,0,0,0,1,7,10,6,0,0,0,4,東京都/中央区/新川/一丁目,139.78468,35.67656
中央区新川２丁目,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,13,1,3,1,0,0,0,0,3,8,2,1,1,0,4,東京都/中央区/新川/二丁目,139.78267,35.67436
中央区日本橋本石町３丁目,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/中央区/日本橋本石町/三丁目,139.77077,35.68753
中央区日本橋本石町４丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/中央区/日本橋本石町/四丁目,139.77081,35.68858
中央区日本橋室町１丁目,67,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,2,0,0,0,0,0,2,51,8,2,2,0,0,0,0,東京都/中央区/日本橋室町/一丁目,139.77441,35.6854
中央区日本橋室町２丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,1,0,0,1,6,1,0,0,0,0,1,東京都/中央区/日本橋室町/二丁目,139.77377,35.68684
中央区日本橋室町３丁目,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,東京都/中央区/日本橋室町/三丁目,139.77283,35.68797
中央区日本橋室町４丁目,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,東京都/中央区/日本橋室町/四丁目,139.77238,35.68912
中央区日本橋本町１丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,東京都/中央区/日本橋本町/一丁目,139.77687,35.68575
中央区日本橋本町２丁目,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/中央区/日本橋本町/二丁目,139.7758,35.68785
中央区日本橋本町３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,東京都/中央区/日本橋本町/三丁目,139.77567,35.6889
中央区日本橋本町４丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,東京都/中央区/日本橋本町/四丁目,139.7751,35.69018
中央区日本橋小網町,10,0,0,0,1,0,0,1,0,0,3,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,3,1,0,0,0,2,東京都/中央区/日本橋小網町,139.78072,35.68268
中央区日本橋箱崎町,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,2,5,2,1,0,0,2,東京都/中央区/日本橋箱崎町,139.78601,35.67992
中央区日本橋馬喰町１丁目,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,7,1,0,0,0,0,2,0,4,6,1,0,1,0,4,東京都/中央区/日本橋馬喰町/一丁目,139.78238,35.69364
中央区日本橋馬喰町２丁目,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,東京都/中央区/日本橋馬喰町/二丁目,139.78375,35.69573
中央区日本橋横山町,23,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,1,0,0,1,0,0,6,5,4,1,0,1,0,2,東京都/中央区/日本橋横山町,139.78358,35.69302
中央区東日本橋１丁目,10,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,0,0,0,3,2,2,0,0,0,0,東京都/中央区/東日本橋/一丁目,139.78703,35.69165
中央区東日本橋２丁目,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,3,6,3,1,0,0,2,東京都/中央区/東日本橋/二丁目,139.78677,35.69349
中央区東日本橋３丁目,19,1,0,1,3,0,1,2,0,0,2,0,0,1,1,0,0,0,0,8,0,0,6,0,0,0,1,0,0,0,1,5,3,0,1,0,1,東京都/中央区/東日本橋/三丁目,139.7836,35.69155
中央区日本橋久松町,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,6,3,0,0,1,0,2,東京都/中央区/日本橋久松町,139.78421,35.68954
中央区日本橋浜町１丁目,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,東京都/中央区/日本橋浜町/一丁目,139.78738,35.69039
中央区日本橋浜町２丁目,27,0,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,20,0,0,12,0,0,0,0,0,1,0,7,4,2,0,1,0,1,東京都/中央区/日本橋浜町/二丁目,139.78818,35.68803
中央区日本橋浜町３丁目,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,5,2,0,0,0,3,東京都/中央区/日本橋浜町/三丁目,139.78947,35.68522
中央区日本橋中洲,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,東京都/中央区/日本橋中洲,139.79117,35.68366
中央区八重洲１丁目,41,0,0,0,3,0,1,2,0,0,1,0,0,0,1,0,0,0,0,24,0,0,6,1,0,0,0,0,1,2,14,13,4,1,2,0,6,東京都/中央区/八重洲/一丁目,139.77092,35.68227
中央区八重洲２丁目,38,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,3,1,3,0,1,0,0,15,6,6,2,1,1,0,2,東京都/中央区/八重洲/二丁目,139.76825,35.67793
中央区日本橋１丁目,40,1,0,1,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,8,0,0,2,2,13,4,2,0,0,7,東京都/中央区/日本橋/一丁目,139.77534,35.6829
中央区日本橋２丁目,91,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,67,0,0,4,0,0,0,0,0,1,47,15,21,6,3,6,0,6,東京都/中央区/日本橋/二丁目,139.77426,35.68127
中央区日本橋３丁目,21,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,17,0,0,3,0,1,0,0,0,2,1,10,2,0,0,0,0,2,東京都/中央区/日本橋/三丁目,139.77374,35.67954
中央区日本橋茅場町１丁目,25,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,5,0,0,1,8,4,0,2,0,0,2,東京都/中央区/日本橋茅場町/一丁目,139.77985,35.68074
中央区日本橋茅場町２丁目,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,東京都/中央区/日本橋茅場町/二丁目,139.77931,35.679
中央区日本橋茅場町３丁目,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,東京都/中央区/日本橋茅場町/三丁目,139.77856,35.67783
中央区佃１丁目,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,東京都/中央区/佃/一丁目,139.78336,35.66887
中央区佃２丁目,27,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,0,6,10,4,0,0,0,6,東京都/中央区/佃/二丁目,139.78659,35.6688
中央区佃３丁目,5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,東京都/中央区/佃/三丁目,139.78711,35.66466
中央区月島１丁目,27,1,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,3,9,1,3,0,0,5,東京都/中央区/月島/一丁目,139.78186,35.66515
中央区月島２丁目,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,0,0,0,1,1,2,1,0,0,0,1,東京都/中央区/月島/二丁目,139.78477,35.66242
中央区月島３丁目,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,1,0,0,0,0,0,1,1,5,2,1,0,0,2,東京都/中央区/月島/三丁目,139.77921,35.6629
中央区月島４丁目,11,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,6,3,0,1,0,2,東京都/中央区/月島/四丁目,139.78268,35.66044
中央区勝どき１丁目,33,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,0,0,0,1,11,4,2,1,1,0,0,0,東京都/中央区/勝どき/一丁目,139.77647,35.66071
中央区勝どき２丁目,21,1,1,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,11,0,0,3,1,0,0,1,0,1,0,5,6,2,0,1,0,3,東京都/中央区/勝どき/二丁目,139.77907,35.65811
中央区勝どき３丁目,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,1,2,3,0,0,0,0,3,東京都/中央区/勝どき/三丁目,139.77397,35.65946
中央区勝どき４丁目,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,1,東京都/中央区/勝どき/四丁目,139.77644,35.65665
中央区勝どき５丁目,12,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,5,0,0,0,0,0,0,1,1,2,0,1,0,0,1,東京都/中央区/勝どき/五丁目,139.77103,35.65718
中央区勝どき６丁目,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,7,5,2,2,0,0,1,東京都/中央区/勝どき/六丁目,139.77367,35.65477
中央区晴海１丁目,24,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,2,0,0,0,0,0,3,5,6,0,0,0,0,6,東京都/中央区/晴海/一丁目,139.78616,35.65952
中央区晴海２丁目,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,2,0,0,0,0,東京都/中央区/晴海/二丁目,139.78583,35.65539
中央区晴海３丁目,22,1,0,1,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,5,5,0,2,0,0,3,東京都/中央区/晴海/三丁目,139.77898,35.65504
中央区晴海４丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,東京都/中央区/晴海/四丁目,139.78145,35.65231
中央区晴海５丁目,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,東京都/中央区/晴海/五丁目,139.77505,35.64951
中央区豊海町,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/中央区/豊海町,139.76917,35.6536
中央区日本橋人形町１丁目,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,3,6,1,1,0,0,4,東京都/中央区/日本橋人形町/一丁目,139.7822,35.68483
中央区日本橋人形町２丁目,32,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,20,0,0,9,0,1,0,0,0,1,3,6,9,5,0,1,0,3,東京都/中央区/日本橋人形町/二丁目,139.78474,35.68614
中央区日本橋人形町３丁目,20,0,0,0,3,0,0,3,0,0,1,0,0,0,1,0,0,0,0,13,0,0,1,0,1,0,1,0,2,0,8,3,0,1,0,0,2,東京都/中央区/日本橋人形町/三丁目,139.78154,35.68665
中央区日本橋蛎殻町１丁目,22,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,18,0,0,3,0,0,0,0,0,0,11,4,2,0,0,0,0,2,東京都/中央区/日本橋蛎殻町/一丁目,139.78368,35.6826
中央区日本橋蛎殻町２丁目,17,0,0,0,4,0,3,1,0,0,1,0,0,0,1,0,0,0,0,6,0,0,2,0,0,1,0,0,0,1,2,6,3,0,1,0,2,東京都/中央区/日本橋蛎殻町/二丁目,139.7865,35.68344
中央区京橋１丁目,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,1,0,0,0,1,1,6,4,2,1,0,0,1,東京都/中央区/京橋/一丁目,139.77217,35.67815
中央区京橋２丁目,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,1,0,5,9,4,2,1,0,2,東京都/中央区/京橋/二丁目,139.77122,35.67665
中央区京橋３丁目,20,1,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,13,0,0,2,0,0,0,0,0,0,9,2,3,3,0,0,0,0,東京都/中央区/京橋/三丁目,139.7699,35.6754
中央区日本橋小伝馬町,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,0,0,0,0,0,4,1,6,4,1,0,0,1,東京都/中央区/日本橋小伝馬町,139.7787,35.69146
中央区日本橋大伝馬町,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,東京都/中央区/日本橋大伝馬町,139.77966,35.69025
中央区日本橋小舟町,14,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,9,0,0,4,0,1,0,0,0,1,0,3,2,1,0,0,0,1,東京都/中央区/日本橋小舟町,139.77827,35.68686
中央区日本橋堀留町１丁目,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,東京都/中央区/日本橋堀留町/一丁目,139.77989,35.68793
中央区日本橋堀留町２丁目,5,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,東京都/中央区/日本橋堀留町/二丁目,139.78119,35.68858
中央区日本橋富沢町,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,2,3,2,0,1,0,0,東京都/中央区/日本橋富沢町,139.78265,35.68895
中央区日本橋兜町,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,3,東京都/中央区/日本橋兜町,139.77768,35.68108
港区虎ノ門１丁目,33,0,0,0,3,0,0,3,0,0,1,1,0,0,0,0,0,0,0,24,0,0,3,0,0,1,7,0,0,2,11,5,2,0,0,0,3,東京都/港区/虎ノ門/一丁目,139.74966,35.66836
港区虎ノ門２丁目,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,2,東京都/港区/虎ノ門/二丁目,139.74619,35.66849
港区虎ノ門３丁目,13,0,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7,0,0,3,1,0,0,0,0,0,0,3,3,0,0,1,0,2,東京都/港区/虎ノ門/三丁目,139.74707,35.66431
港区虎ノ門４丁目,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,7,2,1,1,0,0,0,0,東京都/港区/虎ノ門/四丁目,139.74431,35.66489
港区虎ノ門５丁目,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,4,0,0,0,2,4,1,2,0,0,1,東京都/港区/虎ノ門/五丁目,139.74338,35.66253
港区台場１丁目,55,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,2,0,0,5,0,2,10,9,20,2,8,0,0,10,東京都/港区/台場/一丁目,139.77794,35.63073
港区台場２丁目,23,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,1,12,0,0,4,0,0,0,1,0,0,0,7,6,2,0,0,0,4,東京都/港区/台場/二丁目,139.77591,35.62722
港区愛宕２丁目,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,東京都/港区/愛宕/二丁目,139.74821,35.66285
港区芝１丁目,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,1,1,5,1,2,0,0,2,東京都/港区/芝/一丁目,139.75478,35.65098
港区芝２丁目,21,0,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,3,4,2,0,0,0,2,東京都/港区/芝/二丁目,139.75169,35.65134
港区芝３丁目,30,0,0,0,8,0,6,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,1,5,8,3,1,1,0,3,東京都/港区/芝/三丁目,139.7473,35.65233
港区芝４丁目,18,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,1,2,9,4,1,0,0,4,東京都/港区/芝/四丁目,139.75085,35.64829
港区芝５丁目,142,2,2,0,19,0,13,5,1,0,2,1,0,0,0,0,0,0,1,103,0,1,22,2,0,0,19,0,11,9,39,16,9,2,0,0,5,東京都/港区/芝/五丁目,139.74667,35.64713
港区芝浦１丁目,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,2,0,0,0,0,0,0,9,2,0,0,0,0,2,東京都/港区/芝浦/一丁目,139.75545,35.64874
港区芝浦２丁目,15,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,2,3,4,1,1,0,0,2,東京都/港区/芝浦/二丁目,139.75383,35.64431
港区芝浦３丁目,39,2,2,0,5,0,5,0,0,0,1,0,0,0,1,0,0,0,0,25,0,0,5,0,0,1,0,0,0,11,8,6,1,1,0,0,4,東京都/港区/芝浦/三丁目,139.74783,35.64397
港区芝浦４丁目,42,0,0,0,4,0,1,3,0,0,2,0,0,0,0,1,0,0,1,20,1,0,14,1,0,0,0,0,1,1,2,16,5,1,0,0,10,東京都/港区/芝浦/四丁目,139.74712,35.63975
港区海岸１丁目,45,1,0,1,12,0,7,5,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,8,0,8,1,9,5,1,0,0,0,4,東京都/港区/海岸/一丁目,139.76167,35.65538
港区海岸２丁目,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,東京都/港区/海岸/二丁目,139.75888,35.64912
港区海岸３丁目,37,1,0,1,5,0,1,2,2,0,0,0,0,0,0,0,0,0,0,22,0,0,11,1,0,0,1,1,0,6,2,9,3,0,0,0,6,東京都/港区/海岸/三丁目,139.75688,35.64081
港区東新橋１丁目,40,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,1,0,0,2,0,0,6,10,11,5,5,0,0,1,東京都/港区/東新橋/一丁目,139.76057,35.66312
港区東新橋２丁目,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,東京都/港区/東新橋/二丁目,139.75757,35.66196
港区新橋１丁目,37,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,25,0,1,1,0,0,0,0,1,2,4,16,9,4,1,0,0,4,東京都/港区/新橋/一丁目,139.75818,35.66793
港区新橋２丁目,194,1,1,0,40,0,24,16,0,0,1,1,0,0,0,0,0,0,0,117,0,0,6,2,0,0,15,0,13,14,67,35,8,9,2,0,16,東京都/港区/新橋/二丁目,139.7571,35.66686
港区新橋３丁目,101,0,0,0,20,0,12,7,0,1,5,0,0,0,5,0,0,0,0,58,0,1,7,2,0,0,5,0,6,3,34,18,4,2,0,0,12,東京都/港区/新橋/三丁目,139.75603,35.66558
港区新橋４丁目,25,1,0,1,5,0,3,2,0,0,1,1,0,0,0,0,0,0,0,15,0,0,3,0,0,0,2,1,0,0,9,3,1,0,0,0,2,東京都/港区/新橋/四丁目,139.75594,35.66437
港区新橋５丁目,13,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,10,0,0,4,1,0,0,0,0,0,3,2,1,1,0,0,0,0,東京都/港区/新橋/五丁目,139.755,35.66309
港区新橋６丁目,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,0,0,2,6,1,0,1,0,4,東京都/港区/新橋/六丁目,139.754,35.66156
港区西新橋１丁目,20,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,1,0,0,1,1,1,10,8,1,0,0,1,東京都/港区/西新橋/一丁目,139.75319,35.66873
港区西新橋２丁目,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,1,4,2,1,0,0,0,1,東京都/港区/西新橋/二丁目,139.75208,35.66623
港区西新橋３丁目,31,0,0,0,5,0,1,3,1,0,1,0,0,0,0,0,0,0,1,16,0,0,3,0,0,2,0,0,0,0,11,9,4,2,0,0,3,東京都/港区/西新橋/三丁目,139.75107,35.66331
